12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g04_c02.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g07_c04.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g03_c04.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g13_c03.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g12_c02.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000038.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g12_c03.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g04_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g20_c02.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g09_c05.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g09_c03.avi
4,D:\Dataset\Exercises dataset\train\Fly\000054.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000072.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g02_c04.avi
4,D:\Dataset\Exercises dataset\train\Fly\000074.mp4
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g23_c01.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g19_c05.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g02_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g03_c02.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g16_c01.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g11_c02.avi
4,D:\Dataset\Exercises dataset\train\Fly\000048.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g12_c02.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g21_c02.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g25_c05.avi
3,D:\Dataset\Exercises dataset\train\Curl\000022.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000017.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000016.mp4
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g03_c03.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g24_c03.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g08_c02.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g19_c03.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g08_c03.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000090.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g06_c07.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g06_c01.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g09_c02.avi
3,D:\Dataset\Exercises dataset\train\Curl\000088.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000051.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000062.mp4
10,D:\Dataset\Exercises dataset\train\Overhead Press\000087.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000039.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000074.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000067.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g07_c04.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000066.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g16_c05.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000048.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g15_c01.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g15_c02.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g20_c01.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g04_c03.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000030.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g13_c07.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000094.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g03_c04.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g20_c03.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g03_c01.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g17_c04.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g25_c04.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g18_c07.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g16_c05.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g06_c03.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g20_c07.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g10_c02.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g04_c04.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000096.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g10_c01.avi
3,D:\Dataset\Exercises dataset\train\Curl\000087.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g22_c01.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000052.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000075.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000035.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000033.mp4
10,D:\Dataset\Exercises dataset\train\Overhead Press\000099.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g18_c06.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g08_c02.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g18_c01.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g20_c01.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g11_c04.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000088.mp4
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g24_c02.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g01_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g08_c02.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g20_c01.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000060.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000080.mp4
10,D:\Dataset\Exercises dataset\train\Overhead Press\000017.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000032.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g07_c01.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g10_c04.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000041.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000084.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g17_c04.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g25_c07.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g06_c03.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g24_c04.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g09_c06.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g23_c03.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g01_c05.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g13_c02.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g05_c05.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g02_c04.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g02_c01.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g18_c02.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000033.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000044.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000021.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000032.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000004.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000008.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g07_c04.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000073.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g03_c02.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g06_c02.avi
4,D:\Dataset\Exercises dataset\train\Fly\000043.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g02_c03.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g04_c01.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g10_c03.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g23_c01.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000087.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g08_c04.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g25_c06.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g21_c04.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g17_c01.avi
4,D:\Dataset\Exercises dataset\train\Fly\000008.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g13_c03.avi
3,D:\Dataset\Exercises dataset\train\Curl\000092.mp4
10,D:\Dataset\Exercises dataset\train\Overhead Press\000036.mp4
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g05_c02.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000097.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g02_c06.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g25_c01.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g01_c02.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g15_c05.avi
4,D:\Dataset\Exercises dataset\train\Fly\000059.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000081.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g16_c01.avi
3,D:\Dataset\Exercises dataset\train\Curl\000064.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000070.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g05_c01.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g24_c02.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g09_c01.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g19_c06.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g05_c03.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g08_c04.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g15_c01.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g22_c06.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g23_c04.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000020.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000044.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g11_c02.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g06_c01.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g24_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g21_c04.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g24_c07.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g18_c01.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g18_c05.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g07_c04.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000034.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000084.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g14_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g19_c02.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g21_c03.avi
3,D:\Dataset\Exercises dataset\train\Curl\000053.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g16_c05.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g13_c01.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g16_c02.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g02_c03.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g19_c01.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g11_c04.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000004.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g13_c05.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000028.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000050.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g11_c03.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g23_c02.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g17_c06.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g16_c02.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g18_c03.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g20_c02.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g10_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g13_c05.avi
4,D:\Dataset\Exercises dataset\train\Fly\000007.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g12_c01.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g14_c01.avi
3,D:\Dataset\Exercises dataset\train\Curl\000038.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000086.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000018.mp4
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g23_c01.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000041.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g01_c07.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g10_c05.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g16_c07.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000058.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000021.mp4
4,D:\Dataset\Exercises dataset\train\Fly\000041.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g13_c01.avi
4,D:\Dataset\Exercises dataset\train\Fly\000046.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g13_c02.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g08_c01.avi
4,D:\Dataset\Exercises dataset\train\Fly\000066.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g04_c02.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g18_c02.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g16_c04.avi
0,D:\Dataset\Exercises dataset\train\Arm Raise\000083.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g22_c02.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g15_c01.avi
3,D:\Dataset\Exercises dataset\train\Curl\000007.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g18_c03.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g20_c04.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g16_c01.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g07_c03.avi
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g15_c03.avi
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g19_c03.avi
10,D:\Dataset\Exercises dataset\train\Overhead Press\000064.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000066.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g24_c05.avi
3,D:\Dataset\Exercises dataset\train\Curl\000001.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g06_c06.avi
4,D:\Dataset\Exercises dataset\train\Fly\000049.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000084.mp4
11,D:\Dataset\Exercises dataset\train\Pull Up\v_PullUps_g20_c03.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g22_c01.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g17_c05.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g10_c01.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g18_c01.avi
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g08_c04.avi
3,D:\Dataset\Exercises dataset\train\Curl\000062.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000009.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g23_c01.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g08_c02.avi
3,D:\Dataset\Exercises dataset\train\Curl\000025.mp4
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g18_c04.avi
4,D:\Dataset\Exercises dataset\train\Fly\000063.mp4
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g01_c05.avi
3,D:\Dataset\Exercises dataset\train\Curl\000065.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g06_c04.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g11_c06.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g12_c06.avi
6,D:\Dataset\Exercises dataset\train\Jump Rope\v_JumpRope_g25_c03.avi
4,D:\Dataset\Exercises dataset\train\Fly\000030.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g01_c06.avi
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g01_c02.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g04_c03.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g11_c01.avi
3,D:\Dataset\Exercises dataset\train\Curl\000057.mp4
5,D:\Dataset\Exercises dataset\train\Handstand Push Up\v_HandStandPushups_g12_c02.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000079.mp4
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g01_c01.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g08_c05.avi
1,D:\Dataset\Exercises dataset\train\Bench Press\v_BenchPress_g07_c07.avi
12,D:\Dataset\Exercises dataset\train\Push Up\v_PushUps_g12_c04.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g25_c01.avi
4,D:\Dataset\Exercises dataset\train\Fly\000045.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000031.mp4
8,D:\Dataset\Exercises dataset\train\Leg Raise\000090.mp4
9,D:\Dataset\Exercises dataset\train\Lunges\v_Lunges_g16_c03.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g24_c02.avi
8,D:\Dataset\Exercises dataset\train\Leg Raise\000024.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000005.mp4
3,D:\Dataset\Exercises dataset\train\Curl\000070.mp4
0,D:\Dataset\Exercises dataset\train\Arm Raise\000014.mp4
2,D:\Dataset\Exercises dataset\train\Body Weight Squats\v_BodyWeightSquats_g22_c02.avi
7,D:\Dataset\Exercises dataset\train\Jumping Jack\v_JumpingJack_g08_c01.avi
